mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	slur	Trill:trill
210	209	2509/6	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24			1/16	2/3	2652							
210	209	1255/3	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24			1/16	2/3	2653							
210	209	833/2	0.16666666666666666	0	0	Chord	2/4	2	1	1/24			1/16	2/3	2654							
210	209	1250/3	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24			1/16	2/3	2655							
210	209	2501/6	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24			1/16	2/3	2656							
210	209	417	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24			1/16	2/3	2657							
210	209	2503/6	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24			1/16	2/3	2658							
210	209	1252/3	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24			1/16	2/3	2659							
210	209	835/2	0.16666666666666666	1/4	1/4	Chord	2/4	2	1	1/24			1/16	2/3	2660							
210	209	1253/3	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24			1/16	2/3	2661							
210	209	2507/6	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24			1/16	2/3	2662							
210	209	418	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24			1/16	2/3	2663							
210	209	2509/6	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24			1/16	2/3	2664							
210	209	1255/3	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24			1/16	2/3	2665							
211	210	837/2	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	2666							
211	210	839/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	2667		articStaccatoAbove					
211	210	1679/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	2668		articStaccatoAbove					
211	210	420	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	2669		articStaccatoAbove					
211	210	1681/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	2670		articStaccatoAbove					
211	210	837/2	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	2671							
211	210	839/2	0.0	1/4	1/4	Dynamic	2/4	2	1	0						p						
212	211	841/2	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	2672		articStaccatoBelow					
212	211	843/2	0.0	1/4	1/4	StaffText	2/4	1	1	0								cresc.				
212	211	843/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	2673		articStaccatoBelow					
212	211	1687/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	2674		articStaccatoBelow					
212	211	422	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	2675		articStaccatoBelow					
212	211	1689/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	2676		articStaccatoBelow					
212	211	421	0.0	1/8	1/8	Dynamic	2/4	2	1	0						p						
212	211	421	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	2677							
213	212	845/2	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	2678		articStaccatoAbove					
213	212	847/2	0.0	1/4	1/4	Dynamic	2/4	1	1	0						f						
213	212	847/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	2679		articStaccatoAbove					
213	212	1695/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	2680		articStaccatoAbove					
213	212	424	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	2681		articStaccatoAbove					
213	212	1697/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	2682		articStaccatoAbove					
213	212	423	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	2683							
214	213	849/2	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	2684		articStaccatoAbove					
214	213	851/2	0.0	1/4	1/4	Dynamic	2/4	1	1	0						p						
214	213	851/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	2685		articStaccatoAbove					
214	213	1703/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	2686		articStaccatoAbove					
214	213	426	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	2687		articStaccatoAbove					
214	213	1705/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	2688		articStaccatoAbove					
214	213	425	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	2689							
215	214	853/2	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	2690		articStaccatoAbove					
215	214	427	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	2691		articStaccatoAbove					
215	214	855/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	2692		articStaccatoAbove					
215	214	428	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	2693		articStaccatoAbove					
216	215	857/2	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	2694							
216	215	859/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	2695							
216	215	429	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	2696							
216	215	430	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	2697							
216	215	429	0.0	1/8	1/8	Dynamic	2/4	2	2	0						p						
217	216	431	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	2698						131	
217	216	863/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	2699						131	
217	216	432	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	2700							
217	216	861/2	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	2701							
217	216	432	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	2702							
218	217	865/2	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	2703							
218	217	865/2	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	2704							
218	217	433	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	2705							
218	217	867/2	0.0	1/4	1/4	Dynamic	2/4	2	1	0						f						
218	217	867/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16			1/16	1	2706		articStaccatoBelow					
218	217	1735/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16			1/16	1	2707		articStaccatoBelow					
218	217	434	0.25	3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	2708		articStaccatoBelow					
218	217	1737/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	2709		articStaccatoBelow					
219	218	869/2	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	2710		articStaccatoBelow					
219	218	435	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	2711		articStaccatoBelow					
219	218	871/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	2712		articStaccatoBelow					
219	218	436	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	2713		articStaccatoBelow					
220	219	437	0.0	1/8	1/8	Dynamic	2/4	1	1	0						f						
220	219	437	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	2714							
220	219	438	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	2715							
220	219	873/2	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	2716							
220	219	875/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	2717							
221	220	1316/3	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24			1/16	2/3	2718							
221	220	2633/6	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24			1/16	2/3	2719							
221	220	439	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24			1/16	2/3	2720							
221	220	2635/6	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24			1/16	2/3	2721							
221	220	1318/3	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24			1/16	2/3	2722							
221	220	879/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	2723							
221	220	440	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	2724		ornamentTrill					
221	220	439	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	2725							
221	220	879/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	2726							
221	220	440	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	2727							
221	220	877/2	1.0	0	0	Chord	2/4	2	2	1/4			1/4	1	2728							
221	220	879/2	0.5	1/4	1/4	Chord	2/4	2	2	1/8			1/8	1	2729							
221	220	440	0.5	3/8	3/8	Chord	2/4	2	2	1/8			1/8	1	2730							
222	221	881/2	0.125	0	0	Chord	2/4	1	1	1/32			1/32	1	2731							
222	221	3525/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32			1/32	1	2732							
222	221	1763/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32			1/32	1	2733							
222	221	3527/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32			1/32	1	2734							
222	221	441	0.125	1/8	1/8	Chord	2/4	1	1	1/32			1/32	1	2735							
222	221	3529/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32			1/32	1	2736							
222	221	1765/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32			1/32	1	2737							
222	221	3531/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32			1/32	1	2738							
222	221	883/2	0.125	1/4	1/4	Chord	2/4	1	1	1/32			1/32	1	2739							
222	221	3533/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32			1/32	1	2740							
222	221	1767/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32			1/32	1	2741							
222	221	3535/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32			1/32	1	2742							
222	221	442	0.125	3/8	3/8	Chord	2/4	1	1	1/32			1/32	1	2743							
222	221	3537/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32			1/32	1	2744							
222	221	1769/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32			1/32	1	2745							
222	221	3539/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32			1/32	1	2746							
222	221	881/2	0.0	0	0	Dynamic	2/4	2	1	0						f						
222	221	883/2	0.0	1/4	1/4	Dynamic	2/4	2	1	0						f						
222	221	883/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	2747							
222	221	442	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	2748							
223	222	885/2	0.125	0	0	Chord	2/4	1	1	1/32			1/32	1	2749							
223	222	3541/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32			1/32	1	2750							
223	222	1771/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32			1/32	1	2751							
223	222	3543/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32			1/32	1	2752							
223	222	443	0.125	1/8	1/8	Chord	2/4	1	1	1/32			1/32	1	2753							
223	222	3545/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32			1/32	1	2754							
223	222	1773/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32			1/32	1	2755							
223	222	3547/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32			1/32	1	2756							
223	222	887/2	0.125	1/4	1/4	Chord	2/4	1	1	1/32			1/32	1	2757							
223	222	3549/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32			1/32	1	2758							
223	222	1775/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32			1/32	1	2759							
223	222	3551/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32			1/32	1	2760							
223	222	444	0.125	3/8	3/8	Chord	2/4	1	1	1/32			1/32	1	2761							
223	222	3553/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32			1/32	1	2762							
223	222	1777/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32			1/32	1	2763							
223	222	3555/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32			1/32	1	2764							
223	222	885/2	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	2765							
223	222	887/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	2766							
223	222	444	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	2767							
224	223	889/2	0.125	0	0	Chord	2/4	1	1	1/32			1/32	1	2768							
224	223	3557/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32			1/32	1	2769							
224	223	1779/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32			1/32	1	2770							
224	223	3559/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32			1/32	1	2771							
224	223	445	0.125	1/8	1/8	Chord	2/4	1	1	1/32			1/32	1	2772							
224	223	3561/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32			1/32	1	2773							
224	223	1781/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32			1/32	1	2774							
224	223	3563/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32			1/32	1	2775							
224	223	891/2	0.125	1/4	1/4	Chord	2/4	1	1	1/32			1/32	1	2776							
224	223	3565/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32			1/32	1	2777							
224	223	1783/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32			1/32	1	2778							
224	223	3567/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32			1/32	1	2779							
224	223	446	0.125	3/8	3/8	Chord	2/4	1	1	1/32			1/32	1	2780							
224	223	3569/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32			1/32	1	2781							
224	223	1785/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32			1/32	1	2782							
224	223	3571/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32			1/32	1	2783							
224	223	889/2	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	2784							
224	223	891/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16			1/16	1	2785							
224	223	1783/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16			1/16	1	2786							
224	223	446	0.25	3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	2787							
224	223	1785/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	2788							
225	224	893/2	0.125	0	0	Chord	2/4	1	1	1/32			1/32	1	2789							
225	224	3573/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32			1/32	1	2790							
225	224	1787/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32			1/32	1	2791							
225	224	3575/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32			1/32	1	2792							
225	224	447	0.125	1/8	1/8	Chord	2/4	1	1	1/32			1/32	1	2793							
225	224	3577/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32			1/32	1	2794							
225	224	1789/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32			1/32	1	2795							
225	224	3579/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32			1/32	1	2796							
225	224	895/2	0.125	1/4	1/4	Chord	2/4	1	1	1/32			1/32	1	2797							
225	224	3581/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32			1/32	1	2798							
225	224	1791/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32			1/32	1	2799							
225	224	3583/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32			1/32	1	2800							
225	224	448	0.125	3/8	3/8	Chord	2/4	1	1	1/32			1/32	1	2801							
225	224	3585/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32			1/32	1	2802							
225	224	1793/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32			1/32	1	2803							
225	224	3587/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32			1/32	1	2804							
225	224	893/2	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	2805							
225	224	895/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16			1/16	1	2806							
225	224	1791/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16			1/16	1	2807							
225	224	448	0.25	3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	2808							
225	224	1793/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	2809							
226	225	897/2	0.125	0	0	Chord	2/4	1	1	1/32			1/32	1	2810							
226	225	3589/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32			1/32	1	2811							
226	225	1795/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32			1/32	1	2812							
226	225	3591/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32			1/32	1	2813							
226	225	449	0.125	1/8	1/8	Chord	2/4	1	1	1/32			1/32	1	2814							
226	225	3593/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32			1/32	1	2815							
226	225	1797/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32			1/32	1	2816							
226	225	3595/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32			1/32	1	2817							
226	225	899/2	0.125	1/4	1/4	Chord	2/4	1	1	1/32			1/32	1	2818							
226	225	3597/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32			1/32	1	2819							
226	225	1799/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32			1/32	1	2820							
226	225	3599/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32			1/32	1	2821							
226	225	450	0.125	3/8	3/8	Chord	2/4	1	1	1/32			1/32	1	2822							
226	225	3601/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32			1/32	1	2823							
226	225	1801/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32			1/32	1	2824							
226	225	3603/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32			1/32	1	2825							
226	225	897/2	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	2826							
226	225	449	0.0	1/8	1/8	Dynamic	2/4	2	1	0						fp						
226	225	449	0.0	1/8	1/8	Dynamic	2/4	2	1	0						fp						
226	225	449	1.5	1/8	1/8	Chord	2/4	2	1	3/8			1/4	3/2	2827							
227	226	901/2	0.125	0	0	Chord	2/4	1	1	1/32			1/32	1	2828							
227	226	3605/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32			1/32	1	2829							
227	226	1803/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32			1/32	1	2830							
227	226	3607/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32			1/32	1	2831							
227	226	451	0.125	1/8	1/8	Chord	2/4	1	1	1/32			1/32	1	2832							
227	226	3609/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32			1/32	1	2833							
227	226	1805/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32			1/32	1	2834							
227	226	3611/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32			1/32	1	2835							
227	226	903/2	0.125	1/4	1/4	Chord	2/4	1	1	1/32			1/32	1	2836							
227	226	3613/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32			1/32	1	2837							
227	226	1807/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32			1/32	1	2838							
227	226	3615/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32			1/32	1	2839							
227	226	452	0.125	3/8	3/8	Chord	2/4	1	1	1/32			1/32	1	2840							
227	226	3617/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32			1/32	1	2841							
227	226	1809/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32			1/32	1	2842							
227	226	3619/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32			1/32	1	2843							
227	226	901/2	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	2844							
227	226	451	0.0	1/8	1/8	Dynamic	2/4	2	1	0						fp						
227	226	451	0.0	1/8	1/8	Dynamic	2/4	2	1	0						fp						
227	226	451	1.5	1/8	1/8	Chord	2/4	2	1	3/8			1/4	3/2	2845							
228	227	905/2	0.125	0	0	Chord	2/4	1	1	1/32			1/32	1	2846							
228	227	3621/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32			1/32	1	2847							
228	227	1811/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32			1/32	1	2848							
228	227	3623/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32			1/32	1	2849							
228	227	453	0.0	1/8	1/8	Dynamic	2/4	1	1	0						fp						
228	227	453	0.125	1/8	1/8	Chord	2/4	1	1	1/32			1/32	1	2850							
228	227	3625/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32			1/32	1	2851							
228	227	1813/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32			1/32	1	2852							
228	227	3627/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32			1/32	1	2853							
228	227	907/2	0.125	1/4	1/4	Chord	2/4	1	1	1/32			1/32	1	2854							
228	227	3629/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32			1/32	1	2855							
228	227	1815/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32			1/32	1	2856							
228	227	3631/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32			1/32	1	2857							
228	227	454	0.125	3/8	3/8	Chord	2/4	1	1	1/32			1/32	1	2858							
228	227	3633/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32			1/32	1	2859							
228	227	1817/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32			1/32	1	2860							
228	227	3635/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32			1/32	1	2861							
228	227	905/2	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	2862							
228	227	453	0.0	1/8	1/8	Dynamic	2/4	2	1	0						fp						
228	227	453	1.5	1/8	1/8	Chord	2/4	2	1	3/8			1/4	3/2	2863							
229	228	909/2	0.0	0	0	Dynamic	2/4	1	1	0						p						
229	228	1364/3	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24			1/16	2/3	2864						132	
229	228	2729/6	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24			1/16	2/3	2865						132	
229	228	455	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24			1/16	2/3	2866						132	
229	228	2731/6	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24			1/16	2/3	2867						132	
229	228	1366/3	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24			1/16	2/3	2868							
229	228	1367/3	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24			1/16	2/3	2869							
229	228	2735/6	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24			1/16	2/3	2870							
229	228	456	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24			1/16	2/3	2871							
229	228	2737/6	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24			1/16	2/3	2872							
229	228	1369/3	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24			1/16	2/3	2873							
229	228	909/2	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	2874							
229	228	911/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	2875							
230	229	913/2	0.0	0	0	StaffText	2/4	1	1	0								cresc.				
230	229	1370/3	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24			1/16	2/3	2876							
230	229	2741/6	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24			1/16	2/3	2877							
230	229	457	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24			1/16	2/3	2878							
230	229	2743/6	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24			1/16	2/3	2879							
230	229	1372/3	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24			1/16	2/3	2880							
230	229	1373/3	0.16666666666666666	7/24	7/24	Chord	2/4	1	1	1/24			1/16	2/3	2881							
230	229	2747/6	0.16666666666666666	1/3	1/3	Chord	2/4	1	1	1/24			1/16	2/3	2882							
230	229	458	0.16666666666666666	3/8	3/8	Chord	2/4	1	1	1/24			1/16	2/3	2883							
230	229	2749/6	0.16666666666666666	5/12	5/12	Chord	2/4	1	1	1/24			1/16	2/3	2884							
230	229	1375/3	0.16666666666666666	11/24	11/24	Chord	2/4	1	1	1/24			1/16	2/3	2885							
230	229	913/2	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	2886							
230	229	915/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	2887							
231	230	917/2	0.0	0	0	Dynamic	2/4	1	1	0						f						
231	230	917/2	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	2888							
231	230	919/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	2889							
231	230	1376/3	0.0	1/24	1/24	Dynamic	2/4	2	1	0						f						
231	230	1376/3	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24			1/16	2/3	2890							
231	230	2753/6	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24			1/16	2/3	2891							
231	230	459	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24			1/16	2/3	2892							
231	230	2755/6	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24			1/16	2/3	2893							
231	230	1378/3	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24			1/16	2/3	2894							
231	230	1379/3	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24			1/16	2/3	2895							
231	230	2759/6	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24			1/16	2/3	2896							
231	230	460	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24			1/16	2/3	2897							
231	230	2761/6	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24			1/16	2/3	2898							
231	230	1381/3	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24			1/16	2/3	2899							
232	231	921/2	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	2900							
232	231	923/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	2901							
232	231	1382/3	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24			1/16	2/3	2902							
232	231	2765/6	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24			1/16	2/3	2903							
232	231	461	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24			1/16	2/3	2904							
232	231	2767/6	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24			1/16	2/3	2905							
232	231	1384/3	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24			1/16	2/3	2906							
232	231	1385/3	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24			1/16	2/3	2907							
232	231	2771/6	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24			1/16	2/3	2908							
232	231	462	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24			1/16	2/3	2909							
232	231	2773/6	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24			1/16	2/3	2910							
232	231	1387/3	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24			1/16	2/3	2911							
233	232	925/2	0.125	0	0	Chord	2/4	1	1	1/32			1/32	1	2912							
233	232	3701/8	0.125	1/32	1/32	Chord	2/4	1	1	1/32			1/32	1	2913							
233	232	1851/4	0.125	1/16	1/16	Chord	2/4	1	1	1/32			1/32	1	2914							
233	232	3703/8	0.125	3/32	3/32	Chord	2/4	1	1	1/32			1/32	1	2915							
233	232	463	0.125	1/8	1/8	Chord	2/4	1	1	1/32			1/32	1	2916							
233	232	3705/8	0.125	5/32	5/32	Chord	2/4	1	1	1/32			1/32	1	2917							
233	232	1853/4	0.125	3/16	3/16	Chord	2/4	1	1	1/32			1/32	1	2918							
233	232	3707/8	0.125	7/32	7/32	Chord	2/4	1	1	1/32			1/32	1	2919							
233	232	927/2	0.125	1/4	1/4	Chord	2/4	1	1	1/32			1/32	1	2920							
233	232	3709/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32			1/32	1	2921							
233	232	1855/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32			1/32	1	2922							
